45		1914.588022955466
	a	138.97035053931387
	to	110.63121531262362
	how	74.5809275333796
	you	74.0320627953476
	startup	72.18988300447208
	i	56.85778966209576
	do	51.18800019892992
	and	39.09253664505378
	for	34.37657527034822
	my	25.355695155701213
	with	25.049068749644192
	can	24.70240904707087
	your	23.176542497166615
	should	21.721183836414752
	on	21.548682342741635
	it	21.279862974812573
	be	21.131288032046193
	good	20.579807731379155
	company	19.87859872355896
	or	19.447456708736333


32		1268.052775374539
	what	55.424774529591616
	a	48.56407314629293
	to	43.47349955620647
	the	39.73888368972695
	entrepreneurs	35.88132327060705
	are	27.681913084152697
	that	20.53933632689245
	entrepreneur	19.76997136770772
	i	19.562687693448
	have	19.491394826404353
	of	19.404834458845265
	in	19.147653443154667
	and	17.624594623870536
	successful	15.49280601149687
	for	14.394052743210358
	an	14.36532062431358
	some	14.352442688572822
	how	14.21921463304863
	most	13.567916677475646
	is	12.544939795667151


165		969.2528979373106
	the	52.04091258013196
	of	45.43054909445028
	is	39.03468071217503
	a	32.817399836500684
	what	32.28064698891106
	you	29.087447238025128
	to	21.300706788087076
	do	18.601926900173158
	startup	17.29928976698229
	how	15.494564078664771
	founder	11.116227339134603
	ceo	10.848229665551749
	as	10.09730488554888
	if	9.547472355158831
	and	9.301914968731431
	founders	8.797468133678159
	that	8.563875557230382
	would	8.340657557938744
	it	7.9818009255986055
	who	7.660869724681429


189		4034.980315553713
	the	237.966848002564
	what	237.47957736348843
	are	153.2393739373509
	a	146.76425878724666
	to	125.60928110122917
	startup	112.7887563660667
	startups	107.07684904281693
	in	89.77291008699137
	for	88.11943354479249
	is	80.89115408882768
	of	70.72868141448593
	how	66.56857963137685
	best	65.02545373085886
	and	57.58035212787934
	do	42.95222905883444
	work	40.61844294941668
	tech	38.69978475820125
	an	38.42757348405584
	some	36.61124301954976
	with	35.03283381097473


36		285.53430464089047
	brain	16.94678455308972
	are	16.057053812329535
	the	14.491383180432475
	brains	9.571829146822333
	what	9.339452647494998
	do	8.702215392127934
	human	7.417121330762495
	how	7.027385080799504
	we	6.897765745520525
	some	5.981857224797944
	is	5.345106021654811
	to	4.868590044492264
	memories	4.759763275022674
	in	4.551497055972763
	mind	4.5245091645920485
	of	4.499460962680319
	can	4.0793053051811645
	when	3.7415132978964936
	most	3.3828613591537624
	possible	3.3478764294309284


198		342.82385744143505
	of	18.367739792922194
	what	14.053997303070858
	research	13.772515464431327
	the	10.390957486581097
	scientific	9.941526555113375
	are	8.960999258723028
	is	8.897329976239163
	scientists	6.498468378878295
	some	5.939318432846087
	most	5.022222334857487
	for	5.01538808803795
	interesting	4.896757833616365
	that	4.836133002927081
	in	4.819208384819214
	do	4.529912049731171
	work	4.405965115071217
	on	4.401470276648213
	working	4.318365664434232
	who	4.008226778608971
	and	3.652866846611099


88		357.25934545345984
	what	17.975267327333526
	is	17.815856003879453
	a	11.811755481205433
	the	11.725302861031704
	to	11.364281307488788
	of	11.082035842196495
	do	9.195228086639805
	does	8.814964741861575
	and	8.418689771855071
	why	8.073661243075478
	people	7.426447380178936
	like	6.031348326214182
	we	5.6502557506614295
	in	5.493800667986491
	that	5.431113048591586
	between	5.171314067253386
	there	5.070836768111969
	brain	4.8590236504852795
	neuroscience	4.6927989407796495
	dreams	3.992667411475094


183		7622.394353415186
	you	812.954369123521
	what	549.3801959359441
	your	358.8567919834079
	the	329.9899636606668
	is	223.6811145909794
	would	200.26612419142623
	do	175.1338718613788
	to	157.58387074116823
	of	140.48906304432052
	have	138.7480328644582
	if	137.60777370891893
	a	135.23725335419604
	most	115.50871977076106
	that	111.02103877693446
	ever	99.45820859693978
	in	98.00282889171706
	and	89.264450663052
	are	86.76912030430807
	one	84.14814563477282
	thing	78.80110707037295


59		86.62185885997374
	fashion	9.257683080074514
	wear	4.809101726669589
	is	3.9058103052898803
	clothing	2.944944585744204
	for	2.7043207572967765
	shirt	1.9992506379023465
	wrinkled	1.9992506379023434
	style	1.985228374881927
	t-shirts	1.9823635566731053
	non	1.960847831848311
	a	1.9325929420287302
	rate	1.8780757783172963
	brands	1.7547775007710467
	best	1.7323307951112796
	what	1.4269243445013964
	men	0.9727758465917706
	items	0.8750899157512753
	closet	0.8750899157512744
	must-have	0.8750899157512733
	trend	0.8371538566130606


190		2740.9568789026907
	a	198.49628744154995
	i	190.37980069574547
	to	106.04170842266385
	should	74.35072583060177
	for	70.51797268747399
	and	68.2965928902644
	my	58.980905678088746
	what	54.876753290125556
	in	51.57191642802735
	how	49.21026213153185
